Product Name,Category,Price,Stock,Best Seller,Quantity Sold
Product_337,Snack,365,56,True,48
Product_338,Beverage,193,70,True,24
Product_339,Household,174,29,True,83
Product_340,Beverage,167,56,False,125
Product_341,Household,119,69,True,116
Product_342,Beverage,74,51,False,129
Product_343,Household,281,55,False,57
Product_344,Dairy,293,20,True,134
Product_345,Beverage,219,60,False,26
Product_346,Beverage,254,71,False,72
Product_347,Household,176,33,True,91
Product_348,Household,294,65,True,82
Product_349,Household,167,42,False,31
Product_350,Household,332,56,True,86
Product_351,Dairy,312,11,True,69
Product_352,Snack,80,70,True,59
Product_353,Snack,348,25,True,105
Product_354,Snack,352,86,False,116
Product_355,Dairy,217,85,True,29
Product_356,Beverage,202,76,True,140
Product_357,Household,109,36,False,81
Product_358,Beverage,349,31,False,128
Product_359,Snack,348,33,False,36
Product_360,Household,408,50,True,16
Product_361,Dairy,364,84,True,118
Product_362,Dairy,452,65,True,34
Product_363,Dairy,384,56,True,45
Product_364,Household,75,92,False,38
Product_365,Snack,462,89,False,40
Product_366,Household,169,82,True,123
Product_367,Beverage,213,84,True,68
Product_368,Snack,226,84,False,6
Product_369,Beverage,207,60,False,70
Product_370,Snack,296,81,True,76
Product_371,Dairy,493,89,True,31
Product_372,Household,409,83,False,38
Product_373,Snack,476,56,True,11
Product_374,Dairy,371,45,True,115
Product_375,Beverage,460,12,True,32
Product_376,Beverage,391,41,False,141
Product_377,Household,307,81,True,142
Product_378,Snack,332,89,True,133
Product_379,Household,281,83,False,61
Product_380,Snack,433,57,False,129
Product_381,Dairy,460,28,True,86
Product_382,Household,108,79,True,96
Product_383,Household,140,59,True,8
Product_384,Beverage,201,72,True,12
Product_385,Household,318,97,False,44
Product_386,Dairy,261,21,True,144
Product_387,Snack,306,86,True,83
Product_388,Household,278,95,False,74
Product_389,Household,400,33,False,52
Product_390,Beverage,427,97,False,56
Product_391,Snack,385,10,True,111
Product_392,Beverage,428,31,False,63
Product_393,Household,368,55,True,108
Product_394,Dairy,62,50,True,27
Product_395,Beverage,168,99,False,83
Product_396,Beverage,83,27,True,32
Product_397,Dairy,260,93,True,130
Product_398,Dairy,249,47,False,147
Product_399,Household,412,97,True,78
Product_400,Beverage,256,21,False,65
Product_401,Household,347,54,True,116
Product_402,Household,153,78,False,137
Product_403,Snack,270,79,False,143
Product_404,Household,418,95,True,149
Product_405,Household,192,33,True,120
Product_406,Snack,269,69,False,13
Product_407,Dairy,137,45,True,51
Product_408,Snack,173,92,False,96
Product_409,Dairy,90,68,True,135
Product_410,Beverage,281,48,True,106
Product_411,Snack,55,95,False,133
Product_412,Beverage,225,19,True,119
Product_413,Dairy,244,13,False,33
Product_414,Dairy,209,46,True,37
Product_415,Dairy,73,49,True,105
Product_416,Household,319,46,False,59
Product_417,Dairy,55,74,True,15
Product_418,Dairy,350,68,True,143
Product_419,Household,381,74,False,17
Product_420,Beverage,96,14,True,60
Product_421,Dairy,309,46,True,131
Product_422,Dairy,445,85,True,60
Product_423,Household,494,42,True,134
Product_424,Beverage,446,88,False,93
Product_425,Beverage,430,64,False,93
Product_426,Household,296,30,False,45
Product_427,Household,471,64,True,46
Product_428,Beverage,459,55,False,76
Product_429,Dairy,349,12,True,110
Product_430,Household,359,53,False,126
Product_431,Snack,344,73,True,92
Product_432,Beverage,427,19,False,38
Product_433,Dairy,365,72,True,79
Product_434,Beverage,123,74,False,142
Product_435,Dairy,158,93,False,27
Product_436,Household,122,50,False,49
Product_437,Beverage,229,65,False,123
Product_438,Household,279,86,False,148
Product_439,Snack,217,79,False,5
Product_440,Dairy,132,38,True,136
Product_441,Snack,399,60,False,108
Product_442,Dairy,432,73,True,114
Product_443,Dairy,325,76,True,74
Product_444,Household,294,81,True,26
Product_445,Beverage,464,43,True,134
Product_446,Snack,406,22,True,5
Product_447,Snack,80,78,False,83
Product_448,Beverage,167,31,False,13
Product_449,Snack,168,87,True,118
Product_450,Dairy,194,43,True,8
Product_451,Dairy,75,96,True,15
Product_452,Household,279,62,False,79
Product_453,Beverage,94,55,True,41
Product_454,Household,239,93,False,140
Product_455,Snack,108,84,True,38
Product_456,Dairy,243,56,True,40
Product_457,Beverage,183,94,False,81
Product_458,Household,425,84,False,44
Product_459,Household,265,15,False,102
Product_460,Beverage,207,36,True,149
Product_461,Snack,83,63,False,122
Product_462,Beverage,433,54,False,120
Product_463,Beverage,256,90,True,107
Product_464,Household,467,12,True,71
Product_465,Dairy,332,30,False,36
Product_466,Dairy,479,59,False,16
Product_467,Snack,173,26,True,40
Product_468,Household,249,10,False,149
Product_469,Beverage,353,91,True,110
Product_470,Household,284,45,True,137
Product_471,Beverage,424,61,False,13
Product_472,Beverage,199,18,False,99
Product_473,Household,377,91,False,86
Product_474,Beverage,347,71,True,115
Product_475,Household,344,32,False,144
Product_476,Dairy,155,47,True,141
Product_477,Beverage,364,99,True,84
Product_478,Snack,179,27,True,91
Product_479,Dairy,216,59,True,47
Product_480,Snack,107,14,False,8
Product_481,Household,345,53,True,57
Product_482,Beverage,84,92,False,52
Product_483,Household,478,42,False,86
Product_484,Snack,342,34,True,95
Product_485,Dairy,185,75,True,59
Product_486,Dairy,264,79,False,15
Product_487,Beverage,283,45,True,100
Product_488,Beverage,374,40,True,127
Product_489,Household,154,40,False,46
Product_490,Beverage,298,20,True,23
Product_491,Household,212,12,False,32
Product_492,Beverage,224,10,False,5
Product_493,Household,251,36,False,36
Product_494,Dairy,153,70,True,137
Product_495,Snack,178,99,False,143
Product_496,Beverage,200,65,False,73
Product_497,Dairy,346,53,True,5
Product_498,Snack,223,78,True,20
Product_499,Dairy,364,38,True,120
Product_500,Beverage,367,12,False,13
Product_501,Dairy,226,75,True,106
Product_502,Snack,152,56,False,61
Product_503,Snack,231,29,True,52
Product_504,Dairy,64,54,False,22
Product_505,Snack,421,80,False,95
Product_506,Dairy,147,73,True,117
Product_507,Household,475,37,True,59
Product_508,Household,290,30,False,66
Product_509,Beverage,96,56,False,126
Product_510,Snack,427,98,True,120
Product_511,Snack,189,39,True,121
Product_512,Beverage,372,46,True,7
Product_513,Snack,258,58,False,99
Product_514,Dairy,380,90,False,14
Product_515,Dairy,425,17,False,101
Product_516,Snack,394,70,True,96
Product_517,Beverage,338,48,True,108
Product_518,Household,281,57,True,93
Product_519,Snack,336,74,True,124
Product_520,Household,66,23,True,19
Product_521,Beverage,343,34,False,19
Product_522,Dairy,476,87,False,108
Product_523,Snack,193,48,False,47
Product_524,Snack,488,90,False,36
Product_525,Household,311,46,True,41
Product_526,Household,246,92,False,25
Product_527,Snack,135,74,True,111
Product_528,Household,159,96,False,7
Product_529,Snack,165,50,False,102
Product_530,Snack,247,41,True,92
Product_531,Beverage,466,82,True,148
Product_532,Snack,368,31,False,67
Product_533,Household,447,12,False,92
Product_534,Beverage,442,49,True,87
Product_535,Dairy,142,12,True,16
Product_536,Household,456,51,True,77
Product_537,Snack,76,67,False,84
Product_538,Beverage,377,54,True,106
Product_539,Dairy,461,57,False,65
Product_540,Household,423,40,True,83
Product_541,Dairy,401,93,True,104
Product_542,Dairy,144,20,False,20
Product_543,Snack,152,56,True,12
Product_544,Household,194,49,False,113
Product_545,Snack,454,30,False,129
Product_546,Snack,371,30,False,129
Product_547,Snack,283,85,True,19
Product_548,Beverage,497,65,True,65
Product_549,Beverage,436,81,True,61
Product_550,Beverage,429,75,False,32
Product_551,Snack,320,30,False,42
Product_552,Beverage,266,40,True,73
Product_553,Snack,469,36,True,91
Product_554,Household,91,43,False,10
Product_555,Household,408,35,True,72
Product_556,Snack,173,93,True,30
Product_557,Household,61,98,False,92
Product_558,Household,196,92,False,108
Product_559,Dairy,156,88,False,34
Product_560,Dairy,122,35,True,50
Product_561,Beverage,279,38,False,53
Product_562,Snack,100,35,True,43
Product_563,Beverage,120,71,True,135
Product_564,Beverage,371,90,False,146
Product_565,Dairy,137,47,True,25
Product_566,Dairy,300,45,False,91
Product_567,Beverage,468,53,True,149
Product_568,Dairy,253,42,True,117
Product_569,Household,134,92,True,79
Product_570,Beverage,438,61,False,62
Product_571,Household,192,11,True,135
Product_572,Beverage,487,55,False,24
Product_573,Dairy,445,15,False,70
Product_574,Household,218,75,False,51
Product_575,Beverage,435,10,False,69
Product_576,Snack,208,90,False,119
Product_577,Beverage,411,55,True,47
Product_578,Dairy,87,94,True,10
Product_579,Dairy,177,97,False,87
Product_580,Household,236,84,True,125
Product_581,Beverage,144,55,True,9
Product_582,Snack,200,39,True,52
Product_583,Snack,192,24,False,88
Product_584,Beverage,250,33,False,68
Product_585,Household,139,63,False,126
Product_586,Dairy,53,16,True,131
Product_587,Household,443,17,False,98
Product_588,Dairy,466,73,True,12
Product_589,Dairy,71,35,True,139
Product_590,Snack,64,95,True,79
Product_591,Dairy,158,91,True,103
Product_592,Snack,104,89,True,118
Product_593,Household,128,37,True,121
Product_594,Household,327,57,False,24
Product_595,Snack,174,51,False,115
Product_596,Snack,446,37,True,85
Product_597,Household,362,43,False,5
Product_598,Beverage,118,21,False,123
Product_599,Beverage,211,26,True,31
Product_600,Snack,267,59,False,120
Product_601,Beverage,163,10,True,80
Product_602,Beverage,291,50,True,37
Product_603,Beverage,239,97,False,47
Product_604,Household,397,43,False,68
Product_605,Snack,350,72,True,107
Product_606,Household,353,26,False,21
Product_607,Beverage,480,41,True,139
Product_608,Household,50,12,False,132
Product_609,Beverage,308,56,False,5
Product_610,Household,310,70,False,67
Product_611,Snack,380,86,False,64
Product_612,Snack,219,11,True,120
Product_613,Dairy,394,73,True,115
Product_614,Dairy,416,76,False,37
Product_615,Household,478,19,True,134
Product_616,Household,308,44,False,121
Product_617,Beverage,367,41,True,42
Product_618,Beverage,90,58,True,116
Product_619,Beverage,168,97,False,130
Product_620,Snack,112,20,True,40
Product_621,Household,436,97,False,83
Product_622,Household,264,89,False,123
Product_623,Beverage,416,55,True,101
Product_624,Snack,324,19,False,86
Product_625,Dairy,65,45,False,48
Product_626,Beverage,340,43,False,24
Product_627,Household,496,57,True,134
Product_628,Dairy,308,87,False,78
Product_629,Snack,309,34,True,72
Product_630,Dairy,91,62,False,140
Product_631,Beverage,495,94,False,116
Product_632,Dairy,493,46,False,61
Product_633,Snack,425,78,False,56
Product_634,Household,68,17,False,85
Product_635,Snack,381,41,True,137
Product_636,Dairy,119,57,True,143
Product_637,Household,195,83,False,75
Product_638,Household,77,94,True,95
Product_639,Snack,56,56,False,27
Product_640,Household,224,48,True,91
Product_641,Beverage,410,38,False,118
Product_642,Beverage,498,34,True,91
Product_643,Household,392,90,True,140
Product_644,Household,148,91,True,27
Product_645,Beverage,290,36,False,77
Product_646,Snack,333,24,False,131
Product_647,Beverage,221,40,True,20
Product_648,Snack,413,42,False,127
Product_649,Household,296,71,True,92
Product_650,Beverage,442,33,False,11
Product_651,Dairy,75,63,False,7
Product_652,Snack,470,73,True,61
Product_653,Dairy,313,54,True,48
Product_654,Household,97,65,False,93
Product_655,Snack,488,94,True,62
Product_656,Snack,346,18,True,58
Product_657,Dairy,345,33,True,88
Product_658,Snack,308,72,True,136
Product_659,Dairy,361,87,False,141
Product_660,Beverage,410,59,False,76
Product_661,Snack,212,97,True,48
Product_662,Snack,140,77,False,37
Product_663,Snack,210,56,False,8
Product_664,Snack,475,11,False,96
Product_665,Household,337,20,False,86
Product_666,Beverage,182,14,True,79
Product_667,Beverage,329,68,True,36
Product_668,Beverage,365,22,False,127
Product_669,Snack,144,96,False,8
Product_670,Household,172,49,False,117
Product_671,Beverage,415,75,False,64
Product_672,Dairy,395,21,True,94
Product_673,Household,84,37,False,72
Product_674,Beverage,180,84,True,13
Product_675,Dairy,341,88,False,54
Product_676,Snack,280,69,True,29
Product_677,Household,323,26,False,101
Product_678,Dairy,365,50,True,9
Product_679,Dairy,261,37,True,64
Product_680,Dairy,167,92,True,38
Product_681,Dairy,100,40,False,133
Product_682,Dairy,485,65,True,108
Product_683,Beverage,301,96,True,20
Product_684,Beverage,278,99,False,72
Product_685,Dairy,158,35,False,55
Product_686,Beverage,429,17,False,30
Product_687,Dairy,177,87,True,80
Product_688,Household,69,89,False,69
Product_689,Snack,237,76,False,83
Product_690,Snack,408,41,True,103
Product_691,Dairy,476,15,False,146
Product_692,Snack,437,87,True,59
Product_693,Household,68,63,False,101
Product_694,Dairy,355,24,True,119
Product_695,Dairy,273,62,False,121
Product_696,Dairy,449,82,False,86
Product_697,Dairy,232,22,False,111
Product_698,Household,437,71,False,53
Product_699,Beverage,320,36,False,109
Product_700,Beverage,149,70,True,28
Product_701,Snack,190,45,True,62
Product_702,Dairy,85,64,True,20
Product_703,Dairy,493,20,True,135
Product_704,Beverage,251,54,True,29
Product_705,Snack,339,35,False,22
Product_706,Household,204,43,True,33
Product_707,Dairy,418,69,False,121
Product_708,Snack,78,17,False,33
Product_709,Beverage,349,22,False,56
Product_710,Household,383,10,True,90
Product_711,Household,263,54,False,40
Product_712,Snack,100,50,True,130
Product_713,Dairy,394,90,True,113
Product_714,Dairy,412,62,True,37
Product_715,Beverage,349,98,True,48
Product_716,Snack,381,45,True,59
Product_717,Household,253,95,False,136
Product_718,Beverage,365,61,False,132
Product_719,Beverage,327,42,False,134
Product_720,Household,258,73,False,33
Product_721,Snack,215,38,False,74
Product_722,Beverage,174,15,True,71
Product_723,Household,432,84,True,70
Product_724,Beverage,109,31,True,8
Product_725,Snack,224,97,False,30
Product_726,Snack,341,95,False,140
Product_727,Beverage,492,67,True,6
Product_728,Dairy,186,58,True,8
Product_729,Household,479,37,False,61
Product_730,Household,419,49,False,23
Product_731,Household,323,74,True,99
Product_732,Snack,429,57,False,21
Product_733,Snack,300,39,False,28
Product_734,Household,326,49,True,80
Product_735,Household,165,56,False,41
Product_736,Dairy,432,22,True,22
Product_737,Dairy,372,20,False,58
Product_738,Snack,487,52,True,128
Product_739,Household,173,14,False,108
Product_740,Dairy,76,60,False,16
Product_741,Snack,178,60,True,29
Product_742,Household,101,55,True,26
Product_743,Snack,197,23,True,43
Product_744,Dairy,311,48,True,103
Product_745,Household,81,48,True,66
Product_746,Dairy,421,27,False,62
Product_747,Snack,210,45,False,10
Product_748,Beverage,194,83,False,146
Product_749,Beverage,346,24,False,68
Product_750,Snack,114,72,True,138
Product_751,Snack,377,30,True,77
Product_752,Snack,163,52,True,68
Product_753,Household,355,18,True,91
Product_754,Household,383,89,True,101
Product_755,Beverage,170,61,True,149
Product_756,Beverage,347,15,True,129
Product_757,Snack,281,11,False,117
Product_758,Beverage,463,71,False,100
Product_759,Beverage,148,72,True,134
Product_760,Household,99,91,True,56
Product_761,Snack,65,53,False,40
Product_762,Dairy,316,54,True,79
Product_763,Snack,153,87,False,130
Product_764,Dairy,114,35,True,90
Product_765,Dairy,198,22,True,46
Product_766,Snack,487,41,True,100
Product_767,Dairy,315,41,False,118
Product_768,Beverage,143,30,True,14
Product_769,Dairy,364,21,False,54
Product_770,Household,344,17,True,52
Product_771,Dairy,55,60,False,112
Product_772,Household,293,85,True,43
Product_773,Snack,211,12,True,139
Product_774,Dairy,152,86,True,120
Product_775,Dairy,96,92,False,88
Product_776,Household,227,89,False,37
Product_777,Household,271,20,True,112
Product_778,Snack,412,37,True,103
Product_779,Household,442,75,False,138
Product_780,Beverage,422,50,True,131
Product_781,Snack,97,32,True,31
Product_782,Dairy,370,14,False,137
Product_783,Dairy,275,20,False,137
Product_784,Dairy,79,52,False,63
Product_785,Snack,319,39,True,63
Product_786,Snack,494,97,True,133
Product_787,Household,364,98,False,70
Product_788,Household,390,19,False,106
Product_789,Dairy,426,91,False,99
Product_790,Household,396,71,False,102
Product_791,Dairy,152,76,True,34
Product_792,Household,420,72,False,53
Product_793,Dairy,276,63,False,10
Product_794,Dairy,81,32,False,91
Product_795,Household,458,94,True,149
Product_796,Beverage,237,61,False,95
Product_797,Beverage,410,30,False,128
Product_798,Dairy,427,17,False,38
Product_799,Household,172,33,False,102
Product_800,Beverage,56,26,True,49
Product_801,Snack,163,50,True,135
Product_802,Snack,283,77,False,131
Product_803,Beverage,229,28,False,21
Product_804,Dairy,208,50,False,26
Product_805,Snack,136,61,False,134
Product_806,Dairy,102,28,False,38
Product_807,Snack,488,93,False,139
Product_808,Household,390,82,True,105
Product_809,Household,455,10,False,31
Product_810,Dairy,153,52,True,106
Product_811,Beverage,70,60,False,28
